country,Year,success,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Hostage Taking                ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,1
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Loyalists                                         ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Loyalists                                         ,0,0
Greece              ,2015,1,Assassination                 ,TargetType,Police                        ,Prison                                            ,Anarchists                                        ,1,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Oglaigh na hEireann                               ,0,1
Germany             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown,0,0
Cyprus              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Facility/Infrastructure       ,TargetType,Police                        ,Police Organizations                                            ,Dissident Republicans                             ,0,0
Cyprus              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Hostage Taking                ,TargetType,Business                      ,Construction                                      ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,UnAssault                     ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalists                                         ,0,1
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalists                                         ,0,1
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalists                                         ,0,1
Germany             ,2015,0,Facility/Infrastructure       ,TargetType,Government                    ,Government Institutions                                        ,Right-wing extremists                             ,0,0
Greece              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Nihilistic Patrol and Neighborhood Arsonists      ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
France              ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalists                                         ,0,1
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Police                        ,Police Organizations                                            ,Revolutionary Struggle                            ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Dissident Republicans                             ,0,1
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Neo-Nazi extremists                               ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Other                         ,Unknown                                           ,Unknown                                           ,0,0
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Business                      ,Corporation                                       ,International Revolutionary Front                 ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
Greece              ,2015,1,Facility/Infrastructure       ,TargetType,Business                      ,Unknown                                           ,Earth Liberation Front (ELF)                      ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Greece              ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
France              ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Jihadi-inspired extremists                        ,1,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Government Institutions                                        ,Right-wing extremists                             ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Dissident Republicans                             ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Right-wing extremists                             ,0,1
Ireland             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Greece              ,2015,0,UnAssault                     ,TargetType,Government                    ,Government Institutions                                        ,Anarchists                                        ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Irish Republican Army (IRA)                       ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
France              ,2015,0,Facility/Infrastructure       ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Dissident Republicans                             ,0,0
Denmark             ,2015,1,Facility/Infrastructure       ,TargetType,Transportation                ,Bus                                               ,Unknown                                           ,0,0
Ireland             ,2015,1,Facility/Infrastructure       ,TargetType,Police                        ,Prison                                            ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Hungary             ,2015,0,Bombing/Explosion             ,TargetType,Transportation                ,Bus                                               ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Dissident Republicans                             ,0,0
Ireland             ,2015,1,Facility/Infrastructure       ,TargetType,Police                        ,Prison                                            ,Unknown                                           ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Government                    ,Unknown                                           ,Right-wing extremists                             ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Loyalists                                         ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
France              ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Animal Liberation Front (ALF)                     ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Irish Republican Army (IRA)                       ,0,0
Czech Republic      ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,House                                             ,Ulster Volunteer Force (UVF)                      ,0,0
Greece              ,2015,0,Unknown                       ,TargetType,Unknown                       ,Unknown                                           ,Anarchists                                        ,0,0
Greece              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Dissident Republicans                             ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Bulgaria            ,2015,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Czech Republic      ,2015,1,Facility/Infrastructure       ,TargetType,Police                        ,Police Personnel                              ,Revolutionary Cells Network (SRN)                 ,0,0
United Kingdom      ,2015,0,Facility/Infrastructure       ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Dissident Republicans                             ,0,0
France              ,2015,1,Hostage Taking                ,TargetType,Business                      ,Industrial                                        ,Jihadi-inspired extremists                        ,1,2
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Czech Republic      ,2015,1,Facility/Infrastructure       ,TargetType,Police                        ,Police Personnel                              ,Revolutionary Cells Network (SRN)                 ,0,0
United Kingdom      ,2015,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
Czech Republic      ,2015,1,Facility/Infrastructure       ,TargetType,Police                        ,Police Personnel                              ,Revolutionary Cells Network (SRN)                 ,0,0
Malta               ,2015,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Assault                       ,TargetType,Other                         ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Assault                       ,TargetType,Other                         ,Unknown                                           ,Unknown                                           ,0,0
Italy               ,2015,1,Hostage Taking                ,TargetType,Tourists                      ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Facility/Infrastructure       ,TargetType,Business                      ,Entertainment                                     ,Unknown                                           ,0,0
France              ,2015,1,Bombing/Explosion             ,TargetType,Business                      ,Industrial                                        ,Unknown                                           ,0,0
France              ,2015,0,Bombing/Explosion             ,TargetType,Business                      ,Industrial                                        ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,The Third Way (Der III. Weg)                      ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Ireland             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Germany             ,2015,0,Assassination                 ,TargetType,Government                    ,Politician                                        ,Freital Group                                     ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Oglaigh na hEireann                               ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Dissident Republicans                             ,0,0
Sweden              ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Military                      ,Military                                          ,Dissident Republicans                             ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Loyalists                                         ,0,0
Denmark             ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
Germany             ,2015,0,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
France              ,2015,1,Assault                       ,TargetType,Transportation                ,Train                                             ,Islamic State of Iraq and the Levant (ISIL)       ,0,3
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
France              ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Neo-Nazi extremists                               ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,House                                             ,Ulster Volunteer Force (UVF)                      ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Right-wing extremists                             ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Estonia             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,5
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,5
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Kurdistan Workers' Party (PKK)                    ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Ulster Freedom Fighters (UFF)                     ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Ulster Freedom Fighters (UFF)                     ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,House                                             ,Dissident Republicans                             ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Ireland             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
Greece              ,2015,1,Hostage Taking                ,TargetType,Business                      ,Unknown                                           ,Rubicon (Rouvikonas)                              ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Muslim extremists                                 ,1,1
Greece              ,2015,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Anarchists                                        ,0,1
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Business                      ,Construction                                      ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Refugee                                           ,Freital Group                                     ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,2
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Finland             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Anti-Immigrant extremists                         ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,1
Denmark             ,2015,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Jihadi-inspired extremists                        ,0,1
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Greece              ,2015,0,Assassination                 ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Loyalists                                         ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Right-wing extremists                             ,0,0
Finland             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Business                      ,Tourism                                           ,Dissident Republicans                             ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,0,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Military                      ,Military Personnel                                ,Irish Republican Army (IRA)                       ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Oglaigh na hEireann                               ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Germany             ,2015,0,Assassination                 ,TargetType,Citizens & Property  ,Politician                                        ,Anti-Immigrant extremists                         ,0,5
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Assault                       ,TargetType,Police                        ,Police Organizations                                            ,Irish Republican Army (IRA)                       ,0,0
Sweden              ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,1
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,0,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Assault                       ,TargetType,Educational Institution       ,Educational Building                              ,Anti-Immigrant extremists                         ,4,1
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
France              ,2015,1,Assault                       ,TargetType,Religious,Religious Figure                                  ,Anti-Semitic extremists                           ,0,3
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Netherlands         ,2015,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,0,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Anti-Immigrant extremists                         ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,3
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Ireland             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
Germany             ,2015,1,UnAssault                     ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,2
Germany             ,2015,1,UnAssault                     ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,3
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Germany             ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Refugee                                           ,Freital Group                                     ,0,1
Germany             ,2015,1,Unknown                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,1
Germany             ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
Germany             ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
Sweden              ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,Refugee                                           ,Unknown                                           ,0,0
Italy               ,2015,1,Facility/Infrastructure       ,TargetType,Transportation                ,Train                                             ,Left-wing extremists                              ,0,0
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Politician                                        ,Unknown                                           ,0,0
Greece              ,2015,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
Ireland             ,2015,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Bombing/Explosion             ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
United Kingdom      ,2015,1,Facility/Infrastructure       ,TargetType,Citizens & Property  ,House                                             ,Loyalists                                         ,0,0
Italy               ,2015,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,1
United Kingdom      ,2015,1,Unknown                       ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,1
France              ,2015,1,Bombing/Explosion             ,TargetType,Business                      ,Entertainment                                     ,Islamic State of Iraq and the Levant (ISIL)       ,2,34
France              ,2015,1,Assault                       ,TargetType,Business                      ,Retail                                            ,Islamic State of Iraq and the Levant (ISIL)       ,15,26
France              ,2015,1,Bombing/Explosion             ,TargetType,Business                      ,Entertainment                                     ,Islamic State of Iraq and the Levant (ISIL)       ,1,34
